,time,AHU: MAT,AHU: RAT,VAV: Core Zone Discharge Air Temperature,VAV: North Zone Discharge Air Temperature,VAV: South Zone Discharge Air Temperature,VAV: Core Zone Airflow Rate,VAV: North Zone Airflow Rate,VAV: South Zone Airflow Rate,Outdoor Air Temperature,AHU: Supply Air Temperature,AHU: Outdoor Air Damper Position,AHU: Return Air Damper Position,VAV: Core Zone Room Air Temperature,VAV Core Zone Cooling SP,VAV: Core Zone Reheat Control Signal,VAV: Core Zone Damper Control Signal,VAV: North Zone Room Air Temperature,VAV North Zone Cooling SP,VAV: North Zone Reheat Control Signal,VAV: North Zone Damper Control Signal,VAV: South Zone Room Air Temperature,VAV South Zone Cooling SP,VAV: South Zone Reheat Control Signal,VAV: South Zone Damper Control Signal,AHU:Cooling Coil Load,AHU: Cooling coil Load,VAV:Core zone Q,AHU: Supply Fan Power,AHU: Supply Fan Airflow Rate,VAV:North zone Q,VAV:South zone Q,faulty
146,19191720.0,57.41028,61.99031,55.18769,55.18769,55.187744,69.50188,69.50188,108.991745,57.411156,55.18769,1.0,0.0,63.92907,299.85,0.0,0.3,63.525158,299.85,0.0,0.3,59.842926,299.85,0.017376391,0.2625,379.0999,379.0999,0.0,70.94748,364.56497,0.0,0.0,0
148,19191840.0,57.439995,62.168896,55.178295,55.178295,55.178295,69.50188,69.50188,108.99174,57.44082,55.178295,1.0,0.0,64.03816,299.85,0.0,0.3,63.636284,299.85,0.0,0.3,60.132362,299.85,0.0019135732,0.2625,383.45004,383.45004,0.0,70.94748,364.56497,0.0,0.0,0
150,19191900.0,57.454277,62.06002,55.173683,55.173683,55.173683,69.50188,69.50188,108.99174,57.4551,55.173683,1.0,0.0,63.958405,299.85,0.0,0.3,63.556686,299.85,0.0,0.3,59.958664,299.85,0.011698268,0.2625,385.49982,385.49982,0.0,70.94748,364.56497,0.0,0.0,0
153,19191960.0,57.46823,61.960594,55.16912,55.16912,55.169174,69.50188,69.50188,108.991745,57.469,55.169174,1.0,0.0,63.902977,299.85,0.0,0.3,63.492256,299.85,0.0,0.3,59.81233,299.85,0.020555785,0.2625,387.4677,387.4677,0.0,70.94749,364.565,0.0,0.0,0
154,19192080.0,57.49498,62.1389,55.16033,55.16033,55.16033,69.50188,69.50188,108.99174,57.49575,55.16033,1.0,0.0,64.01207,299.85,0.0,0.3,63.60338,299.85,0.0,0.3,60.10121,299.85,0.0053550745,0.2625,391.16217,391.16217,0.0,70.94748,364.56497,0.0,0.0,0
156,19192200.0,57.520306,61.93055,55.151764,55.151764,55.151764,69.50188,69.50188,108.991745,57.52102,55.151764,1.0,0.0,63.87683,299.85,0.0,0.3,63.45924,299.85,0.0,0.3,59.781075,299.85,0.024236351,0.2625,394.54153,394.54153,0.0,70.94749,364.565,0.0,0.0,0
158,19192320.0,57.54426,62.108803,55.14347,55.14347,55.14347,69.50186,69.50186,108.99174,57.544914,55.14347,1.0,0.0,63.986034,299.85,0.0,0.3,63.570587,299.85,0.0,0.3,60.069572,299.85,0.0092858905,0.2625,397.61365,397.61365,0.0,70.94748,364.56497,0.0,0.0,0
161,19192440.0,57.56678,61.900497,55.13539,55.13539,55.13545,69.50188,69.50188,108.991745,57.567383,55.13539,1.0,0.0,63.850845,299.85,0.0,0.3,63.42639,299.85,0.0,0.3,59.74949,299.85,0.028398091,0.2625,400.38635,400.38635,0.0,70.94748,364.56497,0.0,0.0,0
162,19192500.0,57.57749,61.994324,55.131493,55.131493,55.131493,69.50186,69.50186,108.99174,57.578094,55.131493,1.0,0.0,63.917645,299.85,0.0,0.3,63.48967,299.85,0.0,0.3,59.907196,299.85,0.020559177,0.2625,401.66278,401.66278,0.0,70.94748,364.56497,0.0,0.0,0
164,19192560.0,57.58793,62.078865,55.127594,55.127594,55.127647,69.50186,69.50186,108.99173,57.588478,55.127594,1.0,0.0,63.960274,299.85,0.0,0.3,63.537956,299.85,0.0,0.3,60.037933,299.85,0.013689079,0.2625,402.86722,402.86722,0.0,70.94747,364.5649,0.0,0.0,0
166,19192680.0,57.607704,61.870674,55.120068,55.120068,55.120068,69.50188,69.50188,108.99174,57.608196,55.120068,1.0,0.0,63.825195,299.85,0.0,0.3,63.39387,299.85,0.0,0.3,59.71801,299.85,0.03302596,0.2625,405.06378,405.06378,0.0,70.94748,364.56497,0.0,0.0,0
169,19192800.0,57.626106,62.049088,55.11271,55.11271,55.11271,69.50186,69.50186,108.99172,57.6266,55.11271,1.0,0.0,63.934837,299.85,0.0,0.3,63.505657,299.85,0.0,0.3,60.006348,299.85,0.018552076,0.2625,406.9834,406.9834,0.0,70.94747,364.5649,0.0,0.0,0
171,19192920.0,57.64324,61.841118,55.105568,55.105568,55.10562,69.50186,69.50186,108.99173,57.643684,55.10562,1.0,0.0,63.799873,299.85,0.0,0.3,63.36168,299.85,0.0,0.3,59.6867,299.85,0.038108714,0.2625,408.6334,408.6334,0.0,70.94747,364.56497,0.0,0.0,0
172,19193040.0,57.659008,62.0197,55.0987,55.0987,55.0987,69.501854,69.501854,108.99172,57.659447,55.0987,1.0,0.0,63.909737,299.85,0.0,0.3,63.47374,299.85,0.0,0.3,59.97509,299.85,0.023865191,0.2625,410.02094,410.02094,0.0,70.94747,364.5649,0.0,0.0,0
174,19193100.0,57.666424,61.91105,55.09535,55.09535,55.09535,69.50186,69.50186,108.99172,57.66681,55.09535,1.0,0.0,63.83014,299.85,0.0,0.3,63.394257,299.85,0.0,0.3,59.801834,299.85,0.034210414,0.2625,410.61853,410.61853,0.0,70.94747,364.5649,0.0,0.0,0
176,19193160.0,57.673508,61.811897,55.091995,55.091995,55.092052,69.50186,69.50186,108.99173,57.673897,55.091995,1.0,0.0,63.77488,299.85,0.0,0.3,63.329933,299.85,0.0,0.3,59.655663,299.85,0.043637555,0.2625,411.15314,411.15314,0.0,70.94747,364.5649,0.0,0.0,0
178,19193280.0,57.68675,61.990585,55.085518,55.085518,55.085518,69.501854,69.501854,108.991714,57.68708,55.085518,1.0,0.0,63.88496,299.85,0.0,0.3,63.44227,299.85,0.0,0.3,59.944164,299.85,0.02962061,0.2625,412.03705,412.03705,0.0,70.947464,364.56488,0.0,0.0,0
181,19193400.0,57.698723,61.783,55.0792,55.0792,55.079254,69.50186,69.50186,108.99172,57.69905,55.0792,1.0,0.0,63.750267,299.85,0.0,0.3,63.298622,299.85,0.0,0.3,59.62501,299.85,0.04960519,0.2625,412.67957,412.67957,0.0,70.947464,364.5649,0.0,0.0,0
182,19193520.0,57.709488,61.96186,55.0731,55.0731,55.07316,69.501854,69.501854,108.99171,57.709763,55.0731,1.0,0.0,63.860573,299.85,0.0,0.3,63.411232,299.85,0.0,0.3,59.913513,299.85,0.035811935,0.2625,413.08762,413.08762,0.0,70.947464,364.56488,0.0,0.0,0
184,19193640.0,57.718994,61.809807,55.06717,55.06717,59.745476,69.501854,69.501854,108.991714,57.71927,55.067223,1.0,0.0,63.72615,299.85,0.0,0.3,63.267693,299.85,0.0,0.3,59.732513,299.85,0.048170272,0.2625,413.26794,413.26794,0.0,70.947464,364.56488,0.0,161.23862,0
186,19193700.0,57.723335,61.967297,55.064312,55.064312,58.658546,69.501854,69.501854,108.99171,57.723553,55.064312,1.0,0.0,63.794106,299.85,0.0,0.3,63.331635,299.85,0.0,0.3,60.028484,299.85,0.032438353,0.2625,413.27484,413.27484,0.0,70.94746,364.56488,0.0,122.85887,0
189,19193760.0,57.72734,62.091774,55.061455,55.061455,57.787437,69.50185,69.50185,108.99171,57.72751,55.061455,1.0,0.0,63.83827,299.85,0.0,0.3,63.38063,299.85,0.0,0.3,60.244915,299.85,0.020181641,0.2625,413.22736,413.22736,0.0,70.94746,364.56485,0.0,93.0913,0
190,19193880.0,57.73448,61.925056,55.05591,55.05591,57.55755,69.501854,69.501854,108.991714,57.73465,55.05591,1.0,0.0,63.705666,299.85,0.0,0.3,63.237206,299.85,0.0,0.3,60.015244,299.85,0.032614175,0.2625,412.9725,412.9725,0.0,70.947464,364.56488,0.0,86.799065,0
192,19194000.0,57.740417,62.11078,55.05052,55.05052,56.504345,69.50185,69.50185,108.9917,57.74058,55.05052,1.0,0.0,63.81816,299.85,0.0,0.3,63.350418,299.85,0.0,0.3,60.313744,299.85,0.015284799,0.2625,412.51,412.51,0.0,70.94746,364.56485,0.0,49.644844,0
194,19194120.0,57.74525,61.905113,55.045303,55.045303,56.793396,69.501854,69.501854,108.99171,57.74536,55.045303,1.0,0.0,63.68495,299.85,0.0,0.3,63.207104,299.85,0.0,0.3,59.999645,299.85,0.032249834,0.2625,411.84647,411.84647,0.0,70.94746,364.56488,0.0,61.041817,0
196,19194240.0,57.748985,62.0709,55.040253,55.040253,56.078293,69.50185,69.50185,108.9917,57.74904,55.040253,1.0,0.0,63.796906,299.85,0.0,0.3,63.32065,299.85,0.0,0.3,60.254364,299.85,0.017653134,0.2625,410.98837,410.98837,0.0,70.94745,364.56485,0.0,35.474945,0
198,19194300.0,57.750412,61.958946,55.03778,55.03778,56.33922,69.50185,69.50185,108.99171,57.75047,55.037834,1.0,0.0,63.717804,299.85,0.0,0.3,63.241493,299.85,0.0,0.3,60.0749,299.85,0.02732342,0.2625,410.4884,410.4884,0.0,70.94746,364.56485,0.0,45.749176,0
200,19194360.0,57.751568,61.861336,55.035362,55.035362,56.56279,69.50185,69.50185,108.99171,57.751625,55.035362,1.0,0.0,63.663036,299.85,0.0,0.3,63.177498,299.85,0.0,0.3,59.93274,299.85,0.03551362,0.2625,409.94223,409.94223,0.0,70.94746,364.56488,0.0,53.531963,0
202,19194480.0,57.75305,62.02827,55.03064,55.03064,55.969643,69.50185,69.50185,108.9917,57.753105,55.030693,1.0,0.0,63.774822,299.85,0.0,0.3,63.291313,299.85,0.0,0.3,60.1902,299.85,0.021255625,0.2625,408.71442,408.71442,0.0,70.94745,364.56485,0.0,32.132587,0
205,19194600.0,57.75349,61.82222,55.026077,55.026077,56.528732,69.50185,69.50185,108.99171,57.75349,55.026134,1.0,0.0,63.640625,299.85,0.0,0.3,63.148216,299.85,0.0,0.3,59.876762,299.85,0.039109413,0.2625,407.31137,407.31137,0.0,70.94745,364.56485,0.0,52.729103,0
206,19194720.0,57.752884,61.99388,55.021797,55.021797,55.977936,69.50184,69.50184,108.99169,57.75283,55.021797,1.0,0.0,63.75241,299.85,0.0,0.3,63.26231,299.85,0.0,0.3,60.14494,299.85,0.024633177,0.2625,405.83344,405.83344,0.0,70.94745,364.56482,0.0,32.761475,0
208,19194840.0,57.751183,61.791733,55.01866,55.01866,56.5662,69.50185,69.50185,108.9917,57.75113,55.01866,1.0,0.0,63.61821,299.85,0.0,0.3,63.11943,299.85,0.0,0.3,59.84001,299.85,0.042316344,0.2625,404.44177,404.44177,0.0,70.94745,364.56485,0.0,54.3119,0
210,19194900.0,57.749977,61.886547,55.01718,55.01718,56.271103,69.50184,69.50184,108.99169,57.74992,55.01718,1.0,0.0,63.686325,299.85,0.0,0.3,63.184143,299.85,0.0,0.3,59.99684,299.85,0.034190167,0.2625,403.70456,403.70456,0.0,70.94745,364.56485,0.0,43.016666,0
212,19194960.0,57.74849,61.96746,55.015755,55.015755,56.030342,69.50184,69.50184,108.99169,57.748436,55.015755,1.0,0.0,63.730328,299.85,0.0,0.3,63.23391,299.85,0.0,0.3,60.11698,299.85,0.027589481,0.2625,402.9367,402.9367,0.0,70.94744,364.56482,0.0,34.80171,0
215,19195080.0,57.744812,61.76817,55.01295,55.01295,56.6286,69.50185,69.50185,108.9917,57.7447,55.01295,1.0,0.0,63.59635,299.85,0.0,0.3,63.09114,299.85,0.0,0.3,59.818314,299.85,0.045110486,0.2625,401.30905,401.30905,0.0,70.94745,364.56485,0.0,56.685265,0
216,19195200.0,57.740143,61.946533,55.010204,55.010204,56.097084,69.50184,69.50184,108.991684,57.740032,55.010204,1.0,0.0,63.708794,299.85,0.0,0.3,63.205948,299.85,0.0,0.3,60.100777,299.85,0.030218361,0.2625,399.56134,399.56134,0.0,70.94744,364.56482,0.0,37.31756,0
218,19195320.0,57.73091,61.74916,55.007126,55.007126,56.698036,69.50184,69.50184,108.99169,57.73053,55.007126,1.0,0.0,63.57498,299.85,0.0,0.3,63.063347,299.85,0.0,0.3,59.80612,299.85,0.04762065,0.2625,397.52292,397.52292,0.0,70.94745,364.56485,0.0,59.301155,0
220,19195440.0,57.713554,61.92901,55.00273,55.00273,56.166515,69.50184,69.50184,108.991684,57.71295,55.00273,1.0,0.0,63.6877,299.85,0.0,0.3,63.17843,299.85,0.0,0.3,60.09149,299.85,0.032647192,0.2625,394.8643,394.8643,0.0,70.94744,364.56482,0.0,39.9912,0
223,19195500.0,57.70202,61.823486,54.999985,54.999985,56.493195,69.50184,69.50184,108.991684,57.701305,54.999985,1.0,0.0,63.608597,299.85,0.0,0.3,63.09955,299.85,0.0,0.3,59.92637,299.85,0.042098403,0.2625,393.29523,393.29523,0.0,70.94744,364.56482,0.0,52.536297,0
224,19195560.0,57.68867,61.732628,54.99691,54.99691,56.76582,69.50184,69.50184,108.99169,57.687847,54.99691,1.0,0.0,63.553886,299.85,0.0,0.3,63.035774,299.85,0.0,0.3,59.799145,299.85,0.04997916,0.2625,391.57013,391.57013,0.0,70.94744,364.56482,0.0,62.01488,0
226,19195680.0,57.656868,61.91297,54.98999,54.98999,56.233696,69.50183,69.50183,108.99168,57.655876,54.990044,1.0,0.0,63.666607,299.85,0.0,0.3,63.15091,299.85,0.0,0.3,60.08545,299.85,0.035001747,0.2625,387.66653,387.66653,0.0,70.94743,364.56476,0.0,42.76858,0
228,19195800.0,57.61885,61.717083,54.9823,54.9823,56.83207,69.50183,69.50183,108.99168,57.6177,54.9823,1.0,0.0,63.53263,299.85,0.0,0.3,63.008034,299.85,0.0,0.3,59.79442,299.85,0.052303065,0.2625,383.18668,383.18668,0.0,70.94743,364.56476,0.0,64.82562,0
230,19195920.0,57.57518,61.89737,54.97395,54.97395,56.300606,69.50182,69.50182,108.99166,57.573864,54.97395,1.0,0.0,63.645348,299.85,0.0,0.3,63.123116,299.85,0.0,0.3,60.080612,299.85,0.03736707,0.2625,378.16785,378.16785,0.0,70.947426,364.56473,0.0,45.65309,0
232,19196040.0,57.526512,61.701813,54.96527,54.96527,56.89897,69.50182,69.50182,108.99166,57.525032,54.96527,1.0,0.0,63.51115,299.85,0.0,0.3,62.980072,299.85,0.0,0.3,59.7903,299.85,0.05465869,0.2625,372.6511,372.6511,0.0,70.947426,364.56473,0.0,67.743256,0
234,19196100.0,57.500473,61.798874,54.960823,54.960823,56.60778,69.50182,69.50182,108.99165,57.498993,54.960823,1.0,0.0,63.579597,299.85,0.0,0.3,63.045113,299.85,0.0,0.3,59.95158,299.85,0.046459764,0.2625,369.71967,369.71967,0.0,70.94742,364.56473,0.0,56.68803,0
236,19196160.0,57.47345,61.881878,54.956314,54.956314,56.369213,69.501816,69.501816,108.991646,57.47191,54.95637,1.0,0.0,63.62387,299.85,0.0,0.3,63.095154,299.85,0.0,0.3,60.075943,299.85,0.03978726,0.2625,366.6805,366.6805,0.0,70.94741,364.5647,0.0,48.65119,0
239,19196280.0,57.416702,61.68654,54.94742,54.94742,56.968185,69.501816,69.501816,108.991646,57.415,54.94742,1.0,0.0,63.489616,299.85,0.0,0.3,62.951946,299.85,0.0,0.3,59.786293,299.85,0.057075124,0.2625,360.30304,360.30304,0.0,70.94741,364.5647,0.0,70.768814,0
240,19196400.0,57.356827,61.866333,54.938576,54.938576,56.44084,69.5018,69.5018,108.99163,57.355072,54.938576,1.0,0.0,63.602394,299.85,0.0,0.3,63.067028,299.85,0.0,0.3,60.071167,299.85,0.042278446,0.2625,353.56787,353.56787,0.0,70.947395,364.5646,0.0,51.759518,0
242,19196520.0,57.29448,61.671272,54.930004,54.930004,57.04081,69.5018,69.5018,108.99162,57.29267,54.930004,1.0,0.0,63.468086,299.85,0.0,0.3,62.923767,299.85,0.0,0.3,59.782173,299.85,0.059562456,0.2625,346.5265,346.5265,0.0,70.947395,364.5646,0.0,73.89659,0
244,19196640.0,57.230324,61.85084,54.92182,54.92182,56.516266,69.50179,69.50179,108.99161,57.228455,54.92182,1.0,0.0,63.58097,299.85,0.0,0.3,63.039013,299.85,0.0,0.3,60.066277,299.85,0.044841092,0.2625,339.23203,339.23203,0.0,70.94738,364.56458,0.0,54.96636,0
246,19196700.0,57.197693,61.746197,54.91792,54.91792,56.84366,69.50179,69.50179,108.99161,57.195824,54.91792,1.0,0.0,63.5017,299.85,0.0,0.3,62.959854,299.85,0.0,0.3,59.903404,299.85,0.054256927,0.2625,335.507,335.507,0.0,70.94738,364.56458,0.0,67.56897,0
248,19196760.0,57.164898,61.656166,54.91413,54.91413,57.117382,69.50179,69.50179,108.9916,57.163033,54.91413,1.0,0.0,63.44677,299.85,0.0,0.3,62.895805,299.85,0.0,0.3,59.778053,299.85,0.0621155,0.2625,331.73938,331.73938,0.0,70.94738,364.56454,0.0,77.109665,0
250,19196880.0,57.098923,61.835518,54.907043,54.907043,56.596024,69.50178,69.50178,108.991585,57.097,54.907043,1.0,0.0,63.559875,299.85,0.0,0.3,63.011215,299.85,0.0,0.3,60.0615,299.85,0.047466923,0.2625,324.10477,324.10477,0.0,70.947365,364.56448,0.0,58.253925,0
252,19197000.0,57.033005,61.641335,54.900616,54.900616,57.19813,69.50178,69.50178,108.991585,57.03114,54.900616,1.0,0.0,63.42573,299.85,0.0,0.3,62.868176,299.85,0.0,0.3,59.77415,299.85,0.06472193,0.2625,316.3857,316.3857,0.0,70.947365,364.56448,0.0,80.38551,0
255,19197120.0,56.96775,61.82057,54.89501,54.89501,56.680126,69.50177,69.50177,108.99157,56.96588,54.89501,1.0,0.0,63.53911,299.85,0.0,0.3,62.983864,299.85,0.0,0.3,60.05699,299.85,0.050137915,0.2625,308.64084,308.64084,0.0,70.94735,364.56445,0.0,61.594482,0
256,19197240.0,56.90381,61.626938,54.89029,54.89029,57.28306,69.50177,69.50177,108.99157,56.901993,54.89029,1.0,0.0,63.40519,299.85,0.0,0.3,62.840984,299.85,0.0,0.3,59.770744,299.85,0.06736283,0.2625,300.92978,300.92978,0.0,70.94735,364.56445,0.0,83.69488,0
258,19197300.0,56.87255,61.72351,54.888256,54.888256,56.999496,69.50176,69.50176,108.99156,56.870796,54.888256,1.0,0.0,63.47413,299.85,0.0,0.3,62.906517,299.85,0.0,0.3,59.930157,299.85,0.059345637,0.2625,297.1058,297.1058,0.0,70.94734,364.56442,0.0,72.83185,0
260,19197360.0,56.841843,61.806183,54.886497,54.886497,56.76835,69.50176,69.50176,108.99155,56.840088,54.886497,1.0,0.0,63.51895,299.85,0.0,0.3,62.957054,299.85,0.0,0.3,60.053093,299.85,0.052833576,0.2625,293.3131,293.3131,0.0,70.947334,364.5644,0.0,64.95783,0
263,19197480.0,56.782463,61.61315,54.88375,54.88375,57.371773,69.50176,69.50176,108.99155,56.78076,54.88375,1.0,0.0,63.3853,299.85,0.0,0.3,62.814453,299.85,0.0,0.3,59.76805,299.85,0.07001404,0.2625,285.85226,285.85226,0.0,70.947334,364.5644,0.0,87.00246,0
264,19197600.0,56.72627,61.79245,54.882103,54.882103,56.860302,69.501755,69.501755,108.99153,56.724678,54.882103,1.0,0.0,63.49945,299.85,0.0,0.3,62.93096,299.85,0.0,0.3,60.05002,299.85,0.055528443,0.2625,278.60956,278.60956,0.0,70.94733,364.56433,0.0,68.30778,0
266,19197720.0,56.673866,61.60019,54.881664,54.881664,57.463783,69.501755,69.501755,108.99154,56.672436,54.881664,1.0,0.0,63.36613,299.85,0.0,0.3,62.78869,299.85,0.0,0.3,59.76635,299.85,0.07265055,0.2625,271.64804,271.64804,0.0,70.94733,364.56433,0.0,90.2719,0
268,19197840.0,56.62602,61.779648,54.88243,54.88243,56.955498,69.50175,69.50175,108.991516,56.624702,54.88243,1.0,0.0,63.480774,299.85,0.0,0.3,62.905693,299.85,0.0,0.3,60.048042,299.85,0.058194265,0.2625,265.03168,265.03168,0.0,70.94732,364.5643,0.0,71.60461,0
270,19197900.0,56.603935,61.676598,54.883312,54.883312,57.283768,69.50175,69.50175,108.991516,56.60273,54.883312,1.0,0.0,63.402054,299.85,0.0,0.3,62.82714,299.85,0.0,0.3,59.888298,299.85,0.06749355,0.2625,261.8731,261.8731,0.0,70.94732,364.56433,0.0,84.05788,0
273,19197960.0,56.58323,61.58821,54.88452,54.88452,57.55854,69.50175,69.50175,108.991516,56.582073,54.884468,1.0,0.0,63.347786,299.85,0.0,0.3,62.763805,299.85,0.0,0.3,59.765854,299.85,0.075242706,0.2625,258.82516,258.82516,0.0,70.94732,364.5643,0.0,93.46122,0
275,19198080.0,56.54615,61.767838,54.887924,54.887924,57.05317,69.50174,69.50174,108.99151,56.54516,54.887924,1.0,0.0,63.462975,299.85,0.0,0.3,62.881416,299.85,0.0,0.3,60.047325,299.85,0.06080217,0.2625,253.09413,253.09413,0.0,70.94731,364.56427,0.0,74.80773,0
276,19198200.0,56.515495,61.57734,54.892815,54.892815,57.655163,69.50174,69.50174,108.99151,56.51467,54.89276,1.0,0.0,63.330425,299.85,0.0,0.3,62.739967,299.85,0.0,0.3,59.766792,299.85,0.07775984,0.2625,247.9051,247.9051,0.0,70.94731,364.5643,0.0,96.52718,0
278,19198320.0,56.491768,61.757294,54.89913,54.89913,57.152428,69.50173,69.50173,108.9915,56.49122,54.89908,1.0,0.0,63.446274,299.85,0.0,0.3,62.85823,299.85,0.0,0.3,60.04815,299.85,0.06331707,0.2625,243.32558,243.32558,0.0,70.9473,364.56427,0.0,77.869095,0
280,19198440.0,56.475723,61.567726,54.906933,54.906933,57.752724,69.50174,69.50174,108.9915,56.47534,54.906933,1.0,0.0,63.31411,299.85,0.0,0.3,62.717224,299.85,0.0,0.3,59.76937,299.85,0.08016713,0.2625,239.42403,239.42403,0.0,70.9473,364.56427,0.0,99.42182,0
282,19198500.0,56.470726,61.664787,54.911438,54.911438,57.476692,69.50174,69.50174,108.9915,56.470505,54.911385,1.0,0.0,63.38437,299.85,0.0,0.3,62.784187,299.85,0.0,0.3,59.928017,299.85,0.07219754,0.2625,237.74918,237.74918,0.0,70.9473,364.56427,0.0,88.61269,0
284,19198560.0,56.467926,61.748062,54.91627,54.91627,57.25224,69.50173,69.50173,108.99149,56.467815,54.91627,1.0,0.0,63.430676,299.85,0.0,0.3,62.836258,299.85,0.0,0.3,60.05079,299.85,0.06570286,0.2625,236.26999,236.26999,0.0,70.947296,364.56424,0.0,80.73969,0
286,19198680.0,56.46897,61.55954,54.927258,54.927258,57.850006,69.50174,69.50174,108.9915,56.46913,54.9272,1.0,0.0,63.299004,299.85,0.0,0.3,62.695747,299.85,0.0,0.3,59.773766,299.85,0.08242588,0.2625,233.93411,233.93411,0.0,70.9473,364.56427,0.0,102.09302,0
295,19198800.0,56.479683,61.74202,57.217743,58.507866,64.37182,69.50173,69.50173,108.99149,56.480118,54.939835,1.0,0.0,63.419197,298.65,0.053028896,0.3,62.820328,298.65,0.08309132,0.3,60.073364,298.65,0.2870792,0.2625,232.48286,232.48286,51.14638,70.947296,364.56424,81.32754,1507.3064,0
296,19198920.0,56.497917,61.95977,57.461746,58.8296,67.372345,69.50173,69.50173,108.9915,56.498466,54.953735,1.0,0.0,63.40947,298.65,0.058232434,0.3,62.85576,298.65,0.09000427,0.3,60.536934,298.65,0.2887856,0.2625,231.92001,231.92001,55.658836,70.947296,364.56427,86.04274,431.69196,0
298,19199040.0,56.521263,62.41153,57.171432,58.60548,66.61754,69.50173,69.50173,108.991486,56.522034,54.968513,1.0,0.0,63.60849,298.65,0.05103435,0.3,63.099327,298.65,0.08428815,0.3,61.28988,298.65,0.26996055,0.2625,232.0952,232.0952,48.699253,70.947296,364.56424,80.49413,404.17862,0
301,19199100.0,56.534775,62.423447,57.35914,58.829987,66.950806,69.50173,69.50173,108.99149,56.535545,54.975983,1.0,0.0,63.56361,298.65,0.055218503,0.3,63.07252,298.65,0.08931396,0.3,61.3347,298.65,0.27758098,0.2625,232.44762,232.44762,52.990993,70.947296,364.56427,85.644104,416.7938,0
302,19199160.0,56.54939,62.442017,57.490532,59.019115,67.23348,69.50173,69.50173,108.9915,56.55027,54.983562,1.0,0.0,63.544495,298.65,0.058086146,0.3,63.06181,298.65,0.09351659,0.3,61.397655,298.65,0.28399208,0.2625,232.97223,232.97223,55.677406,70.947296,364.56427,89.63075,426.2579,0
304,19199280.0,56.581688,62.773804,57.224335,58.81488,66.761345,69.50173,69.50173,108.99149,56.58268,54.99878,1.0,0.0,63.716156,298.65,0.05149655,0.3,63.26989,298.65,0.08834746,0.3,61.922638,298.65,0.2722548,0.2625,234.51561,234.51561,49.212154,70.947296,364.56424,84.47231,408.3797,0
309,19199400.0,56.618492,62.730957,57.578423,59.266308,67.477875,69.50174,69.50174,108.9915,56.619537,55.014107,1.0,0.0,63.624367,298.65,0.059413582,0.3,63.195457,298.65,0.09853503,0.3,61.908188,298.65,0.28893226,0.2625,236.72847,236.72847,56.968086,70.9473,364.56427,94.45282,433.7854,0
311,19199520.0,56.658813,63.007095,57.317116,59.05845,67.114944,69.50173,69.50173,108.99149,56.66002,55.029266,1.0,0.0,63.78405,298.65,0.0529569,0.3,63.388268,298.65,0.09331743,0.3,62.325726,298.65,0.27989426,0.2625,239.55246,239.55246,50.596504,70.947296,364.56427,89.192535,419.71088,0
312,19199640.0,56.70259,62.929314,57.687958,59.523937,67.83136,69.50174,69.50174,108.99151,56.70391,55.04415,1.0,0.0,63.676384,298.65,0.061303683,0.3,63.292084,298.65,0.10389084,0.3,62.257668,298.65,0.29669732,0.2625,242.96643,242.96643,58.73821,70.9473,364.5643,99.505135,445.02628,0
314,19199700.0,56.725662,63.06077,57.52871,59.399025,67.644424,69.50174,69.50174,108.99151,56.726982,55.051514,1.0,0.0,63.767517,298.65,0.057407614,0.3,63.394203,298.65,0.10079364,0.3,62.453827,298.65,0.29202485,0.2625,244.88435,244.88435,54.736267,70.9473,364.5643,96.20963,437.28568,0
316,19199760.0,56.749504,63.176125,57.42511,59.304977,67.50061,69.50174,69.50174,108.99151,56.750877,55.05871,1.0,0.0,63.829865,298.65,0.054828607,0.3,63.47676,298.65,0.09843776,0.3,62.618237,298.65,0.2884534,0.2625,246.93718,246.93718,52.338417,70.9473,364.56427,93.99911,432.11914,0
318,19199880.0,56.799164,63.08142,57.801556,59.771843,68.18325,69.50175,69.50175,108.99153,56.800644,55.07277,1.0,0.0,63.713684,298.65,0.06334342,0.3,63.36827,298.65,0.109089956,0.3,62.525787,298.65,0.30453575,0.2625,251.42963,251.42963,60.62686,70.94731,364.56433,104.3672,456.2344,0
321,19200000.0,56.85135,63.311474,57.53415,59.538986,67.85124,69.50175,69.50175,108.991516,56.852886,55.086285,1.0,0.0,63.86403,298.65,0.056778003,0.3,63.548615,298.65,0.103331536,0.3,62.853287,298.65,0.29627028,0.2625,256.4068,256.4068,54.141323,70.94731,364.5643,98.56585,443.3455,0
322,19200120.0,56.905678,63.206665,57.91142,60.00173,68.49257,69.501755,69.501755,108.99155,56.90727,55.099194,1.0,0.0,63.742577,298.65,0.06535093,0.3,63.431885,298.65,0.11393514,0.3,62.746887,298.65,0.31143674,0.2625,261.83017,261.83017,62.476673,70.94733,364.5644,108.87594,466.03098,0
324,19200240.0,56.961815,63.42502,57.63819,59.75432,68.15079,69.501755,69.501755,108.99155,56.963463,55.111443,1.0,0.0,63.891277,298.65,0.05867157,0.3,63.609642,298.65,0.10785855,0.3,63.05055,298.65,0.30294895,0.2625,267.65958,267.65958,55.8879,70.94733,364.5644,102.77569,452.8813,0
